,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-12,0.072,MILLIGRAM PER LITER,0.0363,MILLIGRAM PER LITER,4.0,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,,,3.32,MILLIGRAM PER LITER,,,27.2,MILLIGRAM PER LITER
1,2016-04-12,0.086,MILLIGRAM PER LITER,0.0363,MILLIGRAM PER LITER,4.0,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,,,3.32,MILLIGRAM PER LITER,,,27.2,MILLIGRAM PER LITER
2,2016-05-30,0.057,MILLIGRAM PER LITER,0.0096,MILLIGRAM PER LITER,1.08,MILLIGRAM PER LITER,,,0.033,MILLIGRAM PER LITER,,,0.618,MILLIGRAM PER LITER,,,33.6,MILLIGRAM PER LITER
3,2016-05-30,0.0732,MILLIGRAM PER LITER,0.0096,MILLIGRAM PER LITER,1.08,MILLIGRAM PER LITER,,,0.033,MILLIGRAM PER LITER,,,0.618,MILLIGRAM PER LITER,,,33.6,MILLIGRAM PER LITER
4,2016-06-20,0.043,MILLIGRAM PER LITER,0.0178,MILLIGRAM PER LITER,1.68,MILLIGRAM PER LITER,,,0.116,MILLIGRAM PER LITER,,,0.955,MILLIGRAM PER LITER,,,31.9,MILLIGRAM PER LITER
5,2016-06-20,0.062,MILLIGRAM PER LITER,0.0178,MILLIGRAM PER LITER,1.68,MILLIGRAM PER LITER,,,0.116,MILLIGRAM PER LITER,,,0.955,MILLIGRAM PER LITER,,,31.9,MILLIGRAM PER LITER
6,2016-07-18,0.045,MILLIGRAM PER LITER,0.0179,MILLIGRAM PER LITER,1.05,MILLIGRAM PER LITER,,,0.045,MILLIGRAM PER LITER,,,0.484,MILLIGRAM PER LITER,,,30.0,MILLIGRAM PER LITER
7,2016-07-18,0.07,MILLIGRAM PER LITER,0.0179,MILLIGRAM PER LITER,1.05,MILLIGRAM PER LITER,,,0.045,MILLIGRAM PER LITER,,,0.484,MILLIGRAM PER LITER,,,30.0,MILLIGRAM PER LITER
8,2016-08-29,0.029,MILLIGRAM PER LITER,0.0087,MILLIGRAM PER LITER,0.82,MILLIGRAM PER LITER,,,0.047,MILLIGRAM PER LITER,,,0.448,MILLIGRAM PER LITER,,,29.8,MILLIGRAM PER LITER
9,2016-08-29,0.038799999999999994,MILLIGRAM PER LITER,0.0087,MILLIGRAM PER LITER,0.82,MILLIGRAM PER LITER,,,0.047,MILLIGRAM PER LITER,,,0.448,MILLIGRAM PER LITER,,,29.8,MILLIGRAM PER LITER
