,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-12,0.188,MILLIGRAM PER LITER,0.141,MILLIGRAM PER LITER,2.44,MILLIGRAM PER LITER,,,0.065,MILLIGRAM PER LITER,,,1.99,MILLIGRAM PER LITER,,,44.1,MILLIGRAM PER LITER
1,2016-04-12,0.256,MILLIGRAM PER LITER,0.141,MILLIGRAM PER LITER,2.44,MILLIGRAM PER LITER,,,0.065,MILLIGRAM PER LITER,,,1.99,MILLIGRAM PER LITER,,,44.1,MILLIGRAM PER LITER
2,2016-05-10,0.054,MILLIGRAM PER LITER,0.0373,MILLIGRAM PER LITER,1.84,MILLIGRAM PER LITER,,,0.022,MILLIGRAM PER LITER,,,1.5,MILLIGRAM PER LITER,,,68.4,MILLIGRAM PER LITER
3,2016-05-10,0.151,MILLIGRAM PER LITER,0.0373,MILLIGRAM PER LITER,1.84,MILLIGRAM PER LITER,,,0.022,MILLIGRAM PER LITER,,,1.5,MILLIGRAM PER LITER,,,68.4,MILLIGRAM PER LITER
4,2016-06-22,0.13,MILLIGRAM PER LITER,0.078,MILLIGRAM PER LITER,0.54,MILLIGRAM PER LITER,,,0.007,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,84.6,MILLIGRAM PER LITER
5,2016-06-22,0.154,MILLIGRAM PER LITER,0.078,MILLIGRAM PER LITER,0.54,MILLIGRAM PER LITER,,,0.007,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,84.6,MILLIGRAM PER LITER
6,2016-07-19,0.117,MILLIGRAM PER LITER,0.0273,MILLIGRAM PER LITER,0.79,MILLIGRAM PER LITER,,,0.047,MILLIGRAM PER LITER,,,0.362,MILLIGRAM PER LITER,,,88.4,MILLIGRAM PER LITER
7,2016-07-19,0.16,MILLIGRAM PER LITER,0.0273,MILLIGRAM PER LITER,0.79,MILLIGRAM PER LITER,,,0.047,MILLIGRAM PER LITER,,,0.362,MILLIGRAM PER LITER,,,88.4,MILLIGRAM PER LITER
8,2016-08-15,0.121,MILLIGRAM PER LITER,0.0722,MILLIGRAM PER LITER,0.53,MILLIGRAM PER LITER,,,0.012,MILLIGRAM PER LITER,,,0.103,MILLIGRAM PER LITER,,,74.3,MILLIGRAM PER LITER
9,2016-08-15,0.137,MILLIGRAM PER LITER,0.0722,MILLIGRAM PER LITER,0.53,MILLIGRAM PER LITER,,,0.012,MILLIGRAM PER LITER,,,0.103,MILLIGRAM PER LITER,,,74.3,MILLIGRAM PER LITER
10,2016-09-14,0.1,MILLIGRAM PER LITER,0.0444,MILLIGRAM PER LITER,0.87,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,,,0.501,MILLIGRAM PER LITER,,,70.0,MILLIGRAM PER LITER
11,2016-09-14,0.124,MILLIGRAM PER LITER,0.0444,MILLIGRAM PER LITER,0.87,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,,,0.501,MILLIGRAM PER LITER,,,70.0,MILLIGRAM PER LITER
12,2016-10-12,0.073,MILLIGRAM PER LITER,0.0519,MILLIGRAM PER LITER,1.32,MILLIGRAM PER LITER,,,0.021,MILLIGRAM PER LITER,,,0.902,MILLIGRAM PER LITER,,,74.1,MILLIGRAM PER LITER
13,2016-10-12,0.084,MILLIGRAM PER LITER,0.0519,MILLIGRAM PER LITER,1.32,MILLIGRAM PER LITER,,,0.021,MILLIGRAM PER LITER,,,0.902,MILLIGRAM PER LITER,,,74.1,MILLIGRAM PER LITER
14,2016-11-22,0.054,MILLIGRAM PER LITER,0.035,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.005,MILLIGRAM PER LITER,,,0.065,MILLIGRAM PER LITER,,,101.0,MILLIGRAM PER LITER
15,2016-11-22,0.0732,MILLIGRAM PER LITER,0.035,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.005,MILLIGRAM PER LITER,,,0.065,MILLIGRAM PER LITER,,,101.0,MILLIGRAM PER LITER
16,2015-04-13,0.067,MILLIGRAM PER LITER,0.0402,MILLIGRAM PER LITER,3.98,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,0.32,MILLIGRAM PER LITER,3.36,MILLIGRAM PER LITER,,,89.0,MILLIGRAM PER LITER
17,2015-05-12,0.111,MILLIGRAM PER LITER,0.117,MILLIGRAM PER LITER,3.22,MILLIGRAM PER LITER,,,0.069,MILLIGRAM PER LITER,1.02,MILLIGRAM PER LITER,2.2,MILLIGRAM PER LITER,,,99.1,MILLIGRAM PER LITER
18,2015-06-09,0.102,MILLIGRAM PER LITER,0.0709,MILLIGRAM PER LITER,2.15,MILLIGRAM PER LITER,,,0.042,MILLIGRAM PER LITER,,,1.81,MILLIGRAM PER LITER,,,91.1,MILLIGRAM PER LITER
19,2015-07-21,0.112,MILLIGRAM PER LITER,0.0866,MILLIGRAM PER LITER,1.23,MILLIGRAM PER LITER,,,0.014,MILLIGRAM PER LITER,,,0.729,MILLIGRAM PER LITER,,,93.5,MILLIGRAM PER LITER
20,2015-08-18,0.135,MILLIGRAM PER LITER,0.0375,MILLIGRAM PER LITER,0.85,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,,,0.062,MILLIGRAM PER LITER,,,71.2,MILLIGRAM PER LITER
21,2015-08-18,0.156,MILLIGRAM PER LITER,0.0375,MILLIGRAM PER LITER,0.85,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,,,0.062,MILLIGRAM PER LITER,,,71.2,MILLIGRAM PER LITER
22,2015-08-18,0.156,MILLIGRAM PER LITER,0.0375,MILLIGRAM PER LITER,0.85,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,,,0.062,MILLIGRAM PER LITER,,,71.2,MILLIGRAM PER LITER
23,2015-09-15,0.102,MILLIGRAM PER LITER,0.0493,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.136,MILLIGRAM PER LITER,,,94.8,MILLIGRAM PER LITER
24,2015-09-15,0.106,MILLIGRAM PER LITER,0.0493,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.136,MILLIGRAM PER LITER,,,94.8,MILLIGRAM PER LITER
25,2015-09-15,0.108,MILLIGRAM PER LITER,0.0493,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.136,MILLIGRAM PER LITER,,,94.8,MILLIGRAM PER LITER
26,2015-10-13,0.152,MILLIGRAM PER LITER,0.0372,MILLIGRAM PER LITER,1.33,MILLIGRAM PER LITER,,,0.013,MILLIGRAM PER LITER,,,0.164,MILLIGRAM PER LITER,,,107.0,MILLIGRAM PER LITER
27,2015-10-13,0.124,MILLIGRAM PER LITER,0.0372,MILLIGRAM PER LITER,1.33,MILLIGRAM PER LITER,,,0.013,MILLIGRAM PER LITER,,,0.164,MILLIGRAM PER LITER,,,107.0,MILLIGRAM PER LITER
28,2015-10-13,0.128,MILLIGRAM PER LITER,0.0372,MILLIGRAM PER LITER,1.33,MILLIGRAM PER LITER,,,0.013,MILLIGRAM PER LITER,,,0.164,MILLIGRAM PER LITER,,,107.0,MILLIGRAM PER LITER
29,2015-11-24,0.088,MILLIGRAM PER LITER,0.0686,MILLIGRAM PER LITER,2.33,MILLIGRAM PER LITER,,,0.027,MILLIGRAM PER LITER,,,1.65,MILLIGRAM PER LITER,,,116.0,MILLIGRAM PER LITER
30,2015-11-24,0.184,MILLIGRAM PER LITER,0.0686,MILLIGRAM PER LITER,2.33,MILLIGRAM PER LITER,,,0.027,MILLIGRAM PER LITER,,,1.65,MILLIGRAM PER LITER,,,116.0,MILLIGRAM PER LITER
31,2015-11-24,0.186,MILLIGRAM PER LITER,0.0686,MILLIGRAM PER LITER,2.33,MILLIGRAM PER LITER,,,0.027,MILLIGRAM PER LITER,,,1.65,MILLIGRAM PER LITER,,,116.0,MILLIGRAM PER LITER
32,2014-03-17,0.169,MILLIGRAM PER LITER,0.109,MILLIGRAM PER LITER,1.63,MILLIGRAM PER LITER,,,0.031,MILLIGRAM PER LITER,0.79,MILLIGRAM PER LITER,0.96,MILLIGRAM PER LITER,,,51.8,MILLIGRAM PER LITER
33,2014-04-15,0.096,MILLIGRAM PER LITER,0.0434,MILLIGRAM PER LITER,2.78,MILLIGRAM PER LITER,,,0.055,MILLIGRAM PER LITER,0.99,MILLIGRAM PER LITER,1.92,MILLIGRAM PER LITER,,,114.0,MILLIGRAM PER LITER
34,2014-05-20,0.074,MILLIGRAM PER LITER,0.046,MILLIGRAM PER LITER,5.6,MILLIGRAM PER LITER,,,0.06,MILLIGRAM PER LITER,1.47,MILLIGRAM PER LITER,4.25,MILLIGRAM PER LITER,,,74.5,MILLIGRAM PER LITER
35,2014-06-03,0.084,MILLIGRAM PER LITER,0.0358,MILLIGRAM PER LITER,2.19,MILLIGRAM PER LITER,,,0.074,MILLIGRAM PER LITER,0.99,MILLIGRAM PER LITER,1.37,MILLIGRAM PER LITER,,,92.7,MILLIGRAM PER LITER
36,2014-06-30,0.113,MILLIGRAM PER LITER,0.0599,MILLIGRAM PER LITER,1.56,MILLIGRAM PER LITER,,,0.027,MILLIGRAM PER LITER,0.71,MILLIGRAM PER LITER,0.775,MILLIGRAM PER LITER,,,80.0,MILLIGRAM PER LITER
37,2014-08-11,0.075,MILLIGRAM PER LITER,0.0373,MILLIGRAM PER LITER,0.75,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,0.05,MILLIGRAM PER LITER,,,93.0,MILLIGRAM PER LITER
