Date,code,"TP, mg/L as P"
2018-01-26,0,0.126
2018-01-27,0,0.098
2018-01-28,0,0.132
2018-01-29,0,0.123
2018-01-30,0,0.1
2018-01-31,0,0.07
2018-02-01,0,0.061
2018-02-02,0,0.058
2018-02-03,0,0.05
2018-02-04,0,0.046
2018-02-05,0,0.0395
2018-02-06,0,0.031
2018-02-07,0,0.032
2018-02-08,0,0.027
2018-02-09,0,0.037
2018-02-10,0,0.03
2018-02-11,0,0.029
2018-02-12,0,0.0286
2018-02-13,0,0.0332
2018-02-14,0,0.0257
2018-02-15,0,0.18689999999999998
2018-02-16,0,0.6338
2018-02-17,0,0.3282
2018-02-18,0,0.1965
2018-02-19,0,0.41827499999999995
2018-02-20,0,0.6066666666666666
2018-02-21,0,0.3093333333333334
2018-02-22,0,0.326
2018-02-23,0,0.3435
2018-02-24,0,0.189
2018-02-25,0,0.426
2018-02-26,0,0.29275
2018-02-27,0,0.144
2018-02-28,0,0.12
2018-03-01,0,0.8097
2018-03-02,0,0.589
2018-03-03,0,0.30163333333333336
2018-03-04,0,0.1865
2018-03-05,0,0.15573333333333333
2018-03-06,0,0.1128
2018-03-07,0,0.1053
2018-03-08,0,0.0832
2018-03-09,0,0.0787
2018-03-10,0,0.07
2018-03-11,0,0.0596
2018-03-12,0,0.05403333333333333
2018-03-13,0,0.049
2018-03-14,0,0.043
2018-03-15,0,0.041
2018-03-16,0,0.039
2018-03-17,0,0.035
2018-03-18,0,0.033
2018-03-19,0,0.032
2018-03-20,0,0.03055
2018-03-21,0,0.023
2018-03-22,0,0.0217
2018-03-23,0,0.022
2018-03-24,0,0.0217
2018-03-25,0,0.0207
2018-03-26,0,0.021
2018-03-27,0,0.04636666666666667
2018-03-28,0,0.0637
2018-03-29,0,0.23529999999999998
2018-03-30,0,0.61
2018-03-31,0,0.34450000000000003
2018-04-01,0,0.1556
2018-04-02,0,0.08476666666666667
2018-04-03,0,0.2594
2018-04-04,0,0.8706999999999999
2018-04-05,0,0.5714666666666667
2018-04-06,0,0.1917
2018-04-07,0,0.11
2018-04-08,0,0.0731
2018-04-09,0,0.05783333333333333
2018-04-10,0,0.0434
2018-04-11,0,0.0344
2018-04-12,0,0.0345
2018-04-13,0,0.0355
2018-04-14,0,0.0448
2018-04-15,0,0.2504
2018-04-16,0,0.512625
2018-04-17,0,0.284
2018-04-18,0,0.117
2018-04-19,0,0.068
2018-04-20,0,0.044
2018-04-21,0,0.034
2018-04-22,0,0.035
2018-04-23,0,0.036
2018-04-24,0,0.032
2018-04-25,0,0.029
2018-04-26,0,0.03
2018-04-27,0,0.029
2018-04-28,0,0.027
2018-04-29,0,0.024
2018-04-30,0,0.02323333333333333
2018-05-01,0,0.0288
2018-05-02,0,0.0271
2018-05-03,0,0.0623
2018-05-04,0,0.1571
2018-05-05,0,0.1306
2018-05-06,0,0.0995
2018-05-07,0,0.07203333333333334
2018-05-08,0,0.05
2018-05-09,0,0.04
2018-05-10,0,0.049
2018-05-11,0,0.036
2018-05-12,0,0.038
2018-05-13,0,0.386
2018-05-14,0,0.412225
2018-05-15,0,0.3932
2018-05-16,0,0.1376
2018-05-17,0,0.0824
2018-05-18,0,0.0571
2018-05-19,0,0.0545
2018-05-20,0,0.0674
2018-05-21,0,0.09700000000000002
2018-05-22,0,0.868
2018-05-23,0,0.3746666666666667
2018-05-24,0,0.1316
2018-05-25,0,0.0936
2018-05-26,0,0.0794
2018-05-27,0,1.2072333333333334
2018-05-28,0,0.6554000000000001
2018-05-29,0,0.27676666666666666
2018-05-30,0,0.1825
2018-05-31,0,0.1387
2018-06-01,0,0.1186
2018-06-02,0,0.1883
2018-06-03,0,0.1406
2018-06-04,0,0.08486666666666666
2018-06-05,0,0.063
2018-06-06,0,0.054
2018-06-07,0,0.047
2018-06-08,0,0.052
2018-06-09,0,0.055
2018-06-10,0,0.5419999999999999
2018-06-11,0,0.6910000000000001
2018-06-12,0,0.309
2018-06-13,0,0.143
2018-06-14,0,0.111
2018-06-15,0,0.091
2018-06-16,0,0.076
2018-06-17,0,0.066
2018-06-18,0,0.0665
2018-06-19,0,0.051
2018-06-20,0,0.043
2018-06-21,0,0.036
2018-06-22,0,0.053
2018-06-23,0,0.07
2018-06-24,0,0.047
2018-06-25,0,0.042666666666666665
2018-06-26,0,0.036
2018-06-27,0,0.169
2018-06-28,0,0.047
2018-06-29,0,0.037
2018-06-30,0,0.042
2018-07-01,0,0.049
2018-07-02,0,0.05066666666666667
2018-07-03,0,0.0481
2018-07-04,0,0.0567
2018-07-05,0,0.1093
2018-07-06,0,0.1259
2018-07-07,0,0.0572
2018-07-08,0,0.0475
2018-07-09,0,0.04315
