Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1980,1,1,2740164.612,,23000,,,,,,,,,,,,,,,,,,,,,,
1980,1,2,1952367.286,,17000,,,,,,,,,,,,,,,,,,,,,,
1980,1,3,1651438.494,,18000,,,,,,,,,,,,,,,,,,,,,,
1980,1,4,1423906.968,,9000,,,,,,,,,,,,,,,,,,,,,,
1980,1,5,1125424.751,,5000,,,,,,,,,,,,,,,,,,,,,,
1980,1,6,978630.2184,,7000,,,,,,,,,,,,,,,,,,,,,,
1980,1,7,831835.6856,,6000,,,,,,,,,,,,,,,,,,,,,,
1980,1,8,733972.6638,,5000,,,,,,,,,,,,,,,,,,,,,,
1980,1,9,685041.1529,,5000,,,,,,,,,,,,,,,,,,,,,,
1980,1,10,812263.0813,,5000,,,,,,,,,,,,,,,,,,,,,,
1980,1,11,3645397.564,,610000,,,,,,,,,,,,,,,,,,,,,,
1980,1,12,7535452.682,,820000,,,,,,,,,,,,,,,,,,,,,,
1980,1,13,6361096.42,,97000,,,,,,,,,,,,,,,,,,,,,,
1980,1,14,4379370.227,,85000,,,,,,,,,,,,,,,,,,,,,,
1980,1,15,3743260.585,,46000,,,,,,,,,,,,,,,,,,,,,,
1980,1,16,3425205.764,,31000,,,,,,,,,,,,,,,,,,,,,,
1980,1,17,3156082.454,,21000,,,,,,,,,,,,,,,,,,,,,,
1980,1,18,3620931.808,,24000,,,,,,,,,,,,,,,,,,,,,,
1980,1,19,3474137.275,,19000,,,,,,,,,,,,,,,,,,,,,,
1980,1,20,2764630.367,,13000,,,,,,,,,,,,,,,,,,,,,,
1980,1,21,2206811.142,,14000,,,,,,,,,,,,,,,,,,,,,,
1980,1,22,1749301.515,,15000,,,,,,,,,,,,,,,,,,,,,,
1980,1,23,1423906.968,,12000,,,,,,,,,,,,,,,,,,,,,,
1980,1,24,1223287.773,,9000,,,,,,,,,,,,,,,,,,,,,,
1980,1,25,1076493.24,,8000,,,,,,,,,,,,,,,,,,,,,,
1980,1,26,929698.7075,,7000,,,,,,,,,,,,,,,,,,,,,,
1980,1,27,831835.6856,,6000,,,,,,,,,,,,,,,,,,,,,,
1980,1,28,733972.6638,,6000,,,,,,,,,,,,,,,,,,,,,,
1980,1,29,660575.3974,,6000,,,,,,,,,,,,,,,,,,,,,,
