Year,Month,Day,Inflow volume [m3 d-1], Inflow temperature [°C], *Suspended sediment concentration [mg m-3]," *Orthophosphate, water, filtered, as phosphorus [mg m-3]"," *Phosphorus, water, unfiltered, as phosphorus [mg m-3]"," *Phosphorus, water, filtered, as phosphorus [mg m-3]"," *Orthophosphate, water, filtered, as PO4 [mg m-3]", Inflow concentration of chlorophyll-a (Chla-P) [mg m-3], Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3], Inflow concentration of O2 [mg m-3], Inflow concentration of NH4 [mg m-3], Inflow concentration of NO3 [mg m-3], Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3], Inflow concentration of Ca2+ [mg m-3], Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3], Inflow concentration of aluminum (Al3+) [mg m-3], Inflow concentration of dissolved silica [mg m-3]," *Iron, suspended sediment, recoverable [mg m-3]"," *Iron, water, unfiltered, recoverable [mg m-3]"," *Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1989,1,13,491761.6847,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,14,384112.3607,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,15,650789.0952,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,16,609197.311,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,17,455063.0516,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,18,396345.2385,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,19,371879.483,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,20,379219.2096,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,21,347413.7275,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,22,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,23,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,24,296035.6411,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,25,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,26,1910775.501,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,27,3253945.476,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,28,1164569.96,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,29,939485.0097,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,30,1069153.514,,,,,,,,,,,,,,,,,,,,,,,,
1989,1,31,785350.7503,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,1,572498.6778,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,2,474635.6559,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,3,411024.6917,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,4,344967.152,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,5,322947.9721,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,6,315608.2454,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,7,521120.5913,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,8,445276.7494,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,9,729079.5127,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,10,824495.959,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,11,667915.1241,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,12,513780.8647,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,13,420810.9939,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,14,1042241.183,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,15,1969493.315,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,16,1859397.415,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,17,834282.2612,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,18,535800.0446,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,19,425704.145,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,20,362093.1808,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,21,1374975.457,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,22,2060016.61,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,23,861194.5922,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,24,481975.3826,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,25,374326.0585,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,26,371879.483,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,27,384112.3607,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,28,320501.3965,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,1,286249.3389,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,2,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,3,232424.6769,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,4,256890.4323,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,5,963950.7651,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,6,1362742.579,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,7,523567.1668,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,8,396345.2385,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,9,352306.8786,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,10,298482.2166,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,11,300928.7922,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,12,325394.5476,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,13,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,14,308268.5188,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,15,391452.0874,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,16,447723.3249,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,17,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,18,572498.6778,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,19,800030.2035,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,20,677701.4262,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,21,1061813.787,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,22,863641.1677,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,23,707060.3328,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,24,594517.8577,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,25,523567.1668,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,26,455063.0516,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,27,389005.5118,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,28,548032.9223,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,29,2593370.079,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,30,5358000.446,,,,,,,,,,,,,,,,,,,,,,,,
1989,3,31,4648493.537,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,1,2886959.144,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,2,2862493.389,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,3,6874877.284,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,4,8000302.035,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,5,3302876.987,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,6,1546235.745,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,7,1054474.06,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,8,792690.4769,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,9,682594.5773,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,10,618983.6131,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,530906.8935,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,12,455063.0516,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,13,609197.311,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,14,594517.8577,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,15,489315.1092,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,16,435490.4472,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,17,452616.476,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,18,1052027.485,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,19,804923.3546,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,20,560265.8,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,21,425704.145,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,22,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,23,315608.2454,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,24,286249.3389,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,25,335180.8498,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,26,528460.3179,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,27,386558.9363,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,28,310715.0943,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,29,327841.1232,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,30,530906.8935,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,1,396345.2385,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,2,450169.9005,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,3,1037348.032,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,4,685041.1529,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,5,501547.9869,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,6,858748.0166,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,7,2740164.612,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,8,1749301.515,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,9,897893.2254,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,10,1891202.897,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,11,5088877.136,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,12,1932794.681,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,13,1384761.759,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,14,1998852.221,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,15,1122978.176,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,16,800030.2035,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,17,643449.3686,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,18,479528.807,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,19,393898.6629,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,20,362093.1808,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,21,599411.0088,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,22,486868.5337,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,23,1622079.587,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,24,3963452.385,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,25,1389654.91,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,26,19646001.63,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,27,4697425.048,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,28,1154783.658,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,29,707060.3328,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,30,523567.1668,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,31,1453265.874,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,1,1184142.564,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,2,787797.3258,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,3,1433693.27,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,8465151.389,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,5,1763980.969,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,6,895446.6498,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,7,584731.5555,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,8,579838.4044,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,9,420810.9939,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,10,802476.7791,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,11,501547.9869,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,12,396345.2385,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,13,3669863.319,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,14,7755644.481,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,15,3596466.053,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,16,8171562.324,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,17,2960356.411,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,18,1088726.118,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,19,672808.2752,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,20,2011085.099,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,21,2568904.323,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,22,1477731.63,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,23,797583.628,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,24,501547.9869,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,25,374326.0585,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,26,303375.3677,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,27,900339.8009,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,28,4134712.673,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,29,834282.2612,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,30,406131.5406,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,1,271569.8856,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,2,200619.1948,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,3,418364.4184,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,4,1582934.378,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,5,748652.1171,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,6,359646.6053,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,7,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,8,173706.8638,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,9,141901.3817,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,10,122328.7773,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,11,105202.7485,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,12,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,13,95416.44629,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,14,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,15,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,16,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,17,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,18,70950.69083,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,19,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,20,237317.828,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,21,286249.3389,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,22,183493.166,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,23,342520.5764,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,24,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,25,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,26,100309.5974,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,27,225084.9502,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,28,430597.2961,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,29,308268.5188,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,30,249550.7057,,,,,,,,,,,,,,,,,,,,,,,,
1989,7,31,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,1,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,4,146794.5328,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,5,203065.7703,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,6,183493.166,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,7,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,8,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,9,83183.56856,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,10,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,11,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,12,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,13,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,14,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,15,83183.56856,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,16,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,17,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,18,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,19,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,20,146794.5328,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,21,173706.8638,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,22,156580.8349,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,23,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,24,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,25,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,26,78290.41747,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,27,70950.69083,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,28,70950.69083,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,29,95416.44629,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,30,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,31,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,1,455063.0516,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,2,212852.0725,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,3,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,4,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,5,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,6,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,7,198172.6192,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,8,753545.2682,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,9,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,10,159027.4105,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,11,215298.648,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,12,166367.1371,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,13,105202.7485,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,14,134561.655,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,15,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,16,357200.0297,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,17,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,18,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,19,159027.4105,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,20,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,21,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,22,425704.145,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,23,5431397.712,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,24,976183.6429,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,25,393898.6629,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,26,242210.9791,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,27,173706.8638,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,28,139454.8061,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,29,119882.2018,,,,,,,,,,,,,,,,,,,,,,,,
1989,9,30,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,1,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,2,283802.7633,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,3,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,4,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,5,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,6,100309.5974,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,7,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,8,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,9,83183.56856,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,10,225084.9502,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,11,237317.828,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,12,185939.7415,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,13,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,14,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,15,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,16,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,17,1560915.198,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,18,897893.2254,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,19,1548682.321,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,20,2471041.301,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,21,1181695.989,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,22,778011.0236,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,23,521120.5913,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,24,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,25,276463.0367,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,26,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,27,203065.7703,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,28,178600.0149,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,29,168813.7127,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,30,161473.986,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,31,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,1,254443.8568,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,2,247104.1301,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,3,210405.497,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,4,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,5,181046.5904,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,6,237317.828,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,7,313161.6699,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,8,572498.6778,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,9,521120.5913,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,10,386558.9363,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,11,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,12,242210.9791,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,13,203065.7703,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,14,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,15,1348063.126,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,16,11670165.35,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,17,2666767.345,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,18,1066706.938,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,19,616537.0376,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,20,479528.807,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,21,447723.3249,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,22,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,23,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,24,296035.6411,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,25,310715.0943,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,26,692380.8795,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,27,787797.3258,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,28,915019.2542,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,29,623876.7642,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,30,413471.2673,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,1,327841.1232,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,2,288695.9144,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,3,264230.159,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,4,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,5,256890.4323,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,6,234871.2524,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,7,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,8,205512.3459,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,9,195726.0437,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,10,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,11,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,12,188386.317,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,13,193279.4681,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,14,217745.2236,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,15,288695.9144,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,16,435490.4472,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,17,371879.483,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,18,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,19,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,20,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,21,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,22,207958.9214,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,23,200619.1948,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,24,195726.0437,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,25,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,26,185939.7415,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,27,181046.5904,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,28,176153.4393,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,29,176153.4393,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,30,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,31,611643.8865,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,1,3669863.319,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,2,1957260.437,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,3,1321150.795,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,4,2446575.546,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,5,3914520.874,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,6,1957260.437,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,7,1100958.996,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,8,782904.1747,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,9,636109.642,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,10,562712.3756,,,,,,,,,,,,,,,,,,,,,,,,
