Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1980,1,1,638556.2175,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,2,548032.9223,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,3,469742.5048,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,4,406131.5406,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,5,349860.3031,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,6,278909.6122,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,7,264230.159,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,8,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,9,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,10,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,11,961504.1896,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,12,5676055.267,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,13,3205013.965,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,14,1394548.061,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,15,800030.2035,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,16,621430.1887,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,17,621430.1887,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,18,782904.1747,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,19,733972.6638,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,20,557819.2245,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,21,423257.5695,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,22,362093.1808,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,23,322947.9721,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,24,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
