,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-25,0.048,MILLIGRAM PER LITER,0.0077,MILLIGRAM PER LITER,6.39,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,,,5.77,MILLIGRAM PER LITER,,,66.0,MILLIGRAM PER LITER
1,2016-04-25,0.058,MILLIGRAM PER LITER,0.0077,MILLIGRAM PER LITER,6.39,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,,,5.77,MILLIGRAM PER LITER,,,66.0,MILLIGRAM PER LITER
2,2016-05-18,0.021,MILLIGRAM PER LITER,0.0055,MILLIGRAM PER LITER,4.62,MILLIGRAM PER LITER,,,0.021,MILLIGRAM PER LITER,,,3.94,MILLIGRAM PER LITER,,,77.5,MILLIGRAM PER LITER
3,2016-05-18,0.0428,MILLIGRAM PER LITER,0.0055,MILLIGRAM PER LITER,4.62,MILLIGRAM PER LITER,,,0.021,MILLIGRAM PER LITER,,,3.94,MILLIGRAM PER LITER,,,77.5,MILLIGRAM PER LITER
4,2016-06-21,0.053,MILLIGRAM PER LITER,0.0146,MILLIGRAM PER LITER,5.26,MILLIGRAM PER LITER,,,0.033,MILLIGRAM PER LITER,,,4.4,MILLIGRAM PER LITER,,,92.7,MILLIGRAM PER LITER
5,2016-06-21,0.078,MILLIGRAM PER LITER,0.0146,MILLIGRAM PER LITER,5.26,MILLIGRAM PER LITER,,,0.033,MILLIGRAM PER LITER,,,4.4,MILLIGRAM PER LITER,,,92.7,MILLIGRAM PER LITER
6,2016-07-25,0.078,MILLIGRAM PER LITER,0.0246,MILLIGRAM PER LITER,1.36,MILLIGRAM PER LITER,,,0.017,MILLIGRAM PER LITER,,,0.759,MILLIGRAM PER LITER,,,100.0,MILLIGRAM PER LITER
7,2016-07-25,0.101,MILLIGRAM PER LITER,0.0246,MILLIGRAM PER LITER,1.36,MILLIGRAM PER LITER,,,0.017,MILLIGRAM PER LITER,,,0.759,MILLIGRAM PER LITER,,,100.0,MILLIGRAM PER LITER
8,2016-08-17,0.204,MILLIGRAM PER LITER,0.145,MILLIGRAM PER LITER,2.02,MILLIGRAM PER LITER,,,0.053,MILLIGRAM PER LITER,,,1.54,MILLIGRAM PER LITER,,,51.5,MILLIGRAM PER LITER
9,2016-08-17,0.274,MILLIGRAM PER LITER,0.145,MILLIGRAM PER LITER,2.02,MILLIGRAM PER LITER,,,0.053,MILLIGRAM PER LITER,,,1.54,MILLIGRAM PER LITER,,,51.5,MILLIGRAM PER LITER
10,2016-10-17,0.088,MILLIGRAM PER LITER,0.0291,MILLIGRAM PER LITER,4.32,MILLIGRAM PER LITER,,,0.016,MILLIGRAM PER LITER,,,3.5,MILLIGRAM PER LITER,,,103.0,MILLIGRAM PER LITER
11,2016-10-17,0.108,MILLIGRAM PER LITER,0.0291,MILLIGRAM PER LITER,4.32,MILLIGRAM PER LITER,,,0.016,MILLIGRAM PER LITER,,,3.5,MILLIGRAM PER LITER,,,103.0,MILLIGRAM PER LITER
12,2016-11-28,0.036,MILLIGRAM PER LITER,0.0108,MILLIGRAM PER LITER,5.71,MILLIGRAM PER LITER,,,0.022,MILLIGRAM PER LITER,,,4.81,MILLIGRAM PER LITER,,,126.0,MILLIGRAM PER LITER
13,2016-11-28,0.0502,MILLIGRAM PER LITER,0.0108,MILLIGRAM PER LITER,5.71,MILLIGRAM PER LITER,,,0.022,MILLIGRAM PER LITER,,,4.81,MILLIGRAM PER LITER,,,126.0,MILLIGRAM PER LITER
14,2015-04-13,0.24,MILLIGRAM PER LITER,0.0759,MILLIGRAM PER LITER,7.05,MILLIGRAM PER LITER,,,0.042,MILLIGRAM PER LITER,0.86,MILLIGRAM PER LITER,6.6,MILLIGRAM PER LITER,,,37.1,MILLIGRAM PER LITER
15,2015-05-11,0.018,MILLIGRAM PER LITER,0.0049,MILLIGRAM PER LITER,4.22,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,0.4,MILLIGRAM PER LITER,4.0,MILLIGRAM PER LITER,,,82.4,MILLIGRAM PER LITER
16,2015-06-09,0.188,MILLIGRAM PER LITER,0.0456,MILLIGRAM PER LITER,9.97,MILLIGRAM PER LITER,,,0.058,MILLIGRAM PER LITER,,,9.97,MILLIGRAM PER LITER,,,55.2,MILLIGRAM PER LITER
17,2015-07-21,0.153,MILLIGRAM PER LITER,0.0577,MILLIGRAM PER LITER,5.37,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,5.13,MILLIGRAM PER LITER,,,69.5,MILLIGRAM PER LITER
18,2015-08-11,0.069,MILLIGRAM PER LITER,0.0088,MILLIGRAM PER LITER,4.13,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,,,3.21,MILLIGRAM PER LITER,0.8,MILLIGRAM PER LITER,89.1,MILLIGRAM PER LITER
19,2015-09-15,0.167,MILLIGRAM PER LITER,0.1,MILLIGRAM PER LITER,2.8,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,,,2.6,MILLIGRAM PER LITER,,,79.1,MILLIGRAM PER LITER
20,2015-09-15,0.183,MILLIGRAM PER LITER,0.1,MILLIGRAM PER LITER,2.8,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,,,2.6,MILLIGRAM PER LITER,,,79.1,MILLIGRAM PER LITER
21,2015-09-15,0.187,MILLIGRAM PER LITER,0.1,MILLIGRAM PER LITER,2.8,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,,,2.6,MILLIGRAM PER LITER,,,79.1,MILLIGRAM PER LITER
