#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,ft
2007,7,20,67.46478873,4.770422535,6.68028169,NAN,NAN,NAN,NAN,1030.864815,19.88309859,NAN,NAN,NAN,NAN
2007,7,21,52.72916667,5.797222222,7.459722222,NAN,NAN,NAN,NAN,NAN,19.65694444,NAN,NAN,NAN,NAN
2007,7,22,90.74305556,4.676388889,5.663888889,NAN,NAN,NAN,NAN,NAN,20.89722222,NAN,NAN,NAN,NAN
2007,7,23,157.5144928,3.120289855,3.852898551,NAN,NAN,NAN,NAN,NAN,20.45507246,NAN,NAN,NAN,NAN
2007,7,24,117.9791667,3.979861111,5.158333333,NAN,NAN,NAN,NAN,1018.352941,20.38541667,NAN,NAN,NAN,NAN
2007,7,25,173.3263889,2.279166667,2.958333333,NAN,NAN,NAN,NAN,1018.799306,19.04652778,NAN,NAN,NAN,NAN
2007,7,26,209.8958333,3.296527778,4.817361111,NAN,NAN,NAN,NAN,1017.825694,20.70138889,NAN,NAN,NAN,NAN
2007,7,27,202.2152778,3.635416667,5.542361111,NAN,NAN,NAN,NAN,1012.172222,22.28333333,NAN,NAN,NAN,NAN
2007,7,28,152.5486111,3.198611111,4.21875,NAN,NAN,NAN,NAN,1011.891667,22.22638889,NAN,NAN,NAN,NAN
2007,7,29,60.80555556,5.552777778,6.53125,NAN,NAN,NAN,NAN,1014.304167,22.79444444,NAN,NAN,NAN,NAN
2007,7,30,52.86805556,5.222916667,6.215277778,NAN,NAN,NAN,NAN,1016.03125,23.425,NAN,NAN,NAN,NAN
2007,7,31,163.9652778,1.773611111,2.211805556,NAN,NAN,NAN,NAN,1017.629861,23.58125,NAN,NAN,NAN,NAN
2007,8,1,190.4285714,2.254761905,2.9,NAN,NAN,NAN,NAN,1016.926984,24.83888889,NAN,NAN,NAN,NAN
2007,8,2,206.8680556,3.090277778,4.311111111,NAN,NAN,NAN,NAN,1016.219444,26.45416667,NAN,NAN,NAN,NAN
2007,8,3,186.5895522,2.991791045,4.179850746,NAN,NAN,NAN,NAN,1015.4,26.11492537,NAN,NAN,NAN,NAN
2007,8,4,130.90625,5.75625,6.8421875,NAN,NAN,NAN,NAN,1017.632813,24.0875,NAN,NAN,NAN,NAN
2007,8,5,188.0162602,2.230894309,3.475609756,NAN,NAN,NAN,NAN,1015.125203,21.37398374,NAN,NAN,NAN,NAN
2007,8,6,185.3464567,3.080314961,4.34015748,NAN,NAN,NAN,NAN,1010.754331,24.80629921,NAN,NAN,NAN,NAN
2007,8,7,209.9407407,3.346666667,4.828358209,NAN,NAN,NAN,NAN,1010.745185,26.22,NAN,NAN,NAN,NAN
2007,8,8,204.1594203,3.047101449,4.494890511,NAN,NAN,NAN,NAN,1010.127536,26.27028986,NAN,NAN,NAN,NAN
2007,8,9,163.3759398,2.193984962,3.310526316,NAN,NAN,NAN,NAN,1011.350376,24.80300752,NAN,NAN,NAN,NAN
2007,8,10,136.1338583,3.392125984,4.540944882,NAN,NAN,NAN,NAN,1012.596063,23.41574803,NAN,NAN,NAN,NAN
2007,8,11,84.6484375,3.540625,4.55859375,NAN,NAN,NAN,NAN,1017.645313,23.915625,NAN,NAN,NAN,NAN
2007,8,12,203.8055556,2.816666667,4.04375,NAN,NAN,NAN,NAN,1018.5375,23.46666667,NAN,NAN,NAN,NAN
2007,8,13,152.7777778,3.877777778,5.35625,NAN,NAN,NAN,NAN,1018.546528,23.34166667,NAN,NAN,NAN,NAN
2007,8,14,235.5978261,2.945652174,4.402173913,NAN,NAN,NAN,NAN,1016.88587,21.82717391,NAN,NAN,NAN,NAN
2007,8,15,182.0820896,3.607462687,4.867164179,NAN,NAN,NAN,NAN,1014.166418,22.85746269,NAN,NAN,NAN,NAN
2007,8,16,253.890625,2.7703125,4.2859375,NAN,NAN,NAN,NAN,1013.207031,24.0578125,NAN,NAN,NAN,NAN
2007,8,17,257.5362319,3.963768116,6.527536232,NAN,NAN,NAN,NAN,1015.707971,23.91386861,NAN,NAN,NAN,NAN
2007,8,18,89.39552239,5.586567164,7.794656489,NAN,NAN,NAN,NAN,1023.377444,19.70150376,NAN,NAN,NAN,NAN
2007,8,19,140.0072464,4.089130435,5.624637681,NAN,NAN,NAN,NAN,1020.912319,16.92246377,NAN,NAN,NAN,NAN
2007,8,20,172.3955224,4.232835821,5.862686567,NAN,NAN,NAN,NAN,1016.202985,18.49477612,NAN,NAN,NAN,NAN
2007,8,21,108.6,3.467407407,4.424444444,NAN,NAN,NAN,NAN,1014.796296,20.98074074,NAN,NAN,NAN,NAN
2007,8,22,168.1338583,2.677952756,3.780314961,NAN,NAN,NAN,NAN,1017.45748,23.39527559,NAN,NAN,NAN,NAN
2007,8,23,219.9029851,3.656716418,5.389552239,NAN,NAN,NAN,NAN,1015.603731,27.07910448,NAN,NAN,NAN,NAN
2007,8,24,216.862069,3.482758621,5.408965517,NAN,NAN,NAN,NAN,1012.486897,27.31448276,NAN,NAN,NAN,NAN
2007,8,25,271.1221374,4.058778626,6.482442748,NAN,NAN,NAN,NAN,1011.758779,23.82900763,NAN,NAN,NAN,NAN
2007,8,26,129.8561644,4.243835616,5.353424658,NAN,NAN,NAN,NAN,1017.474658,21.35068493,NAN,NAN,NAN,NAN
2007,8,27,134.6180556,2.938888889,3.744444444,NAN,NAN,NAN,NAN,1021.231944,20.61597222,NAN,NAN,NAN,NAN
2007,8,28,158.5555556,2.994444444,4.018055556,NAN,NAN,NAN,NAN,1020.123611,22.95902778,NAN,NAN,NAN,NAN
2007,8,29,205.7777778,3.034027778,4.309027778,NAN,NAN,NAN,NAN,1017.614583,25.65277778,NAN,NAN,NAN,NAN
2007,8,30,56.54861111,6.190277778,7.980555556,NAN,NAN,NAN,NAN,1018.608333,22.87291667,NAN,NAN,NAN,NAN
2007,8,31,52.09027778,7.253472222,8.965972222,NAN,NAN,NAN,NAN,1020.516667,20.75416667,NAN,NAN,NAN,NAN
2007,9,1,92.14583333,5.054861111,6.184027778,NAN,NAN,NAN,NAN,1023.622222,21.44027778,NAN,NAN,NAN,NAN
2007,9,2,128.1111111,2.713194444,3.575,NAN,NAN,NAN,NAN,1023.654861,20.22777778,NAN,NAN,NAN,NAN
2007,9,3,237.0694444,3.170138889,4.576388889,NAN,NAN,NAN,NAN,1020.056944,21.9875,NAN,NAN,NAN,NAN
2007,9,4,175.3680556,2.673611111,3.526388889,NAN,NAN,NAN,NAN,1018.095833,23.06597222,NAN,NAN,NAN,NAN
2007,9,5,164.5625,2.467361111,3.232638889,NAN,NAN,NAN,NAN,1017.854167,23.84236111,NAN,NAN,NAN,NAN
2007,9,6,203.6527778,3.321527778,4.895833333,NAN,NAN,NAN,NAN,1018.543056,26.05138889,NAN,NAN,NAN,NAN
2007,9,7,219.1034483,4.376551724,6.81875,NAN,NAN,NAN,NAN,1016.598621,25.77310345,NAN,NAN,NAN,NAN
2007,9,8,172.4444444,4.422916667,5.842361111,NAN,NAN,NAN,NAN,1016.821528,22.96041667,NAN,NAN,NAN,NAN
2007,9,9,177.0616438,3.005479452,4.504794521,NAN,NAN,NAN,NAN,1015.982313,21.56122449,NAN,NAN,NAN,NAN
2007,9,10,65.13194444,4.703472222,5.881944444,NAN,NAN,NAN,NAN,1017.949306,21.59722222,NAN,NAN,NAN,NAN
