#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,   hPa,degC,degC,degC,nmi,ft
2009,6,5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.838462,427.0868132,NAN,NAN,NAN,NAN
2009,6,6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.825105,NAN,NAN,NAN,NAN,NAN
2009,6,7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.175417,NAN,NAN,NAN,NAN,NAN
2009,6,8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1014.933761,NAN,NAN,NAN,NAN,NAN
2009,6,9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.848333,884.305,NAN,NAN,NAN,NAN
2009,6,10,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1014.51875,15.26875,NAN,NAN,NAN,NAN
2009,6,11,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.752083,17.19208333,NAN,NAN,NAN,NAN
2009,6,12,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.675,15.4475,NAN,NAN,NAN,NAN
2009,6,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1014.9225,15.77583333,NAN,NAN,NAN,NAN
2009,6,14,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.435,15.83958333,NAN,NAN,NAN,NAN
2009,6,15,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1017.209167,16.54791667,NAN,NAN,NAN,NAN
2009,6,16,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1019.044583,18.11041667,NAN,NAN,NAN,NAN
2009,6,17,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1015.832218,19.49372385,NAN,NAN,NAN,NAN
2009,6,18,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1009.527966,15.70974576,NAN,NAN,NAN,NAN
2009,6,19,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.722689,16.98403361,NAN,NAN,NAN,NAN
2009,6,20,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1004.16625,18.37416667,NAN,NAN,NAN,NAN
2009,6,21,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.370042,16.66329114,NAN,NAN,NAN,NAN
2009,6,22,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.650417,19.49541667,NAN,NAN,NAN,NAN
2009,6,23,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.635833,20.0875,NAN,NAN,NAN,NAN
2009,6,24,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.828333,20.16583333,NAN,NAN,NAN,NAN
2009,6,25,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.325833,22.00125,NAN,NAN,NAN,NAN
2009,6,26,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1007.494583,20.74083333,NAN,NAN,NAN,NAN
2009,6,27,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.269583,20.03208333,NAN,NAN,NAN,NAN
2009,6,28,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1006.79125,19.14791667,NAN,NAN,NAN,NAN
2009,6,29,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1000.457983,20.23781513,NAN,NAN,NAN,NAN
2009,6,30,NAN,NAN,NAN,NAN,NAN,NAN,NAN,998.7804167,17.78625,NAN,NAN,NAN,NAN
2009,7,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1004.80042,17.98655462,NAN,NAN,NAN,NAN
2009,7,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.514583,18.5075,NAN,NAN,NAN,NAN
2009,7,3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.45875,18.49458333,NAN,NAN,NAN,NAN
2009,7,4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1015.245833,17.44166667,NAN,NAN,NAN,NAN
2009,7,5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.55125,18.4775,NAN,NAN,NAN,NAN
2009,7,6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1009.622594,18.55188285,NAN,NAN,NAN,NAN
2009,7,7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.423849,17.77112971,NAN,NAN,NAN,NAN
2009,7,8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.579583,17.3375,NAN,NAN,NAN,NAN
2009,7,9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1020.538494,18.64937238,NAN,NAN,NAN,NAN
2009,7,10,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1022.434583,21.37875,NAN,NAN,NAN,NAN
2009,7,11,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.21,22.17291667,NAN,NAN,NAN,NAN
2009,7,12,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.546218,18.75756303,NAN,NAN,NAN,NAN
2009,7,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1014.965272,18.74476987,NAN,NAN,NAN,NAN
2009,7,14,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1018.695417,18.38708333,NAN,NAN,NAN,NAN
2009,7,15,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1018.957143,19.09663866,NAN,NAN,NAN,NAN
2009,7,16,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1009.958333,22.11125,NAN,NAN,NAN,NAN
2009,7,17,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.529583,20.12916667,NAN,NAN,NAN,NAN
2009,7,18,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1009.7125,17.86041667,NAN,NAN,NAN,NAN
2009,7,19,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1017.5175,18.53958333,NAN,NAN,NAN,NAN
2009,7,20,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1021.723431,18.15146444,NAN,NAN,NAN,NAN
2009,7,21,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1021.50251,19.11464435,NAN,NAN,NAN,NAN
2009,7,22,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1019.183333,19.70458333,NAN,NAN,NAN,NAN
2009,7,23,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.900901,20.29324324,NAN,NAN,NAN,NAN
2009,7,24,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.19375,20.21833333,NAN,NAN,NAN,NAN
2009,7,25,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1009.59375,20.895,NAN,NAN,NAN,NAN
2009,7,26,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.254167,21.17791667,NAN,NAN,NAN,NAN
2009,7,27,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.882083,20.38083333,NAN,NAN,NAN,NAN
2009,7,28,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.225833,21.96458333,NAN,NAN,NAN,NAN
2009,7,29,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.933333,22.15041667,NAN,NAN,NAN,NAN
2009,7,30,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.621667,20.7025,NAN,NAN,NAN,NAN
2009,7,31,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.883264,20.97322176,NAN,NAN,NAN,NAN
2009,8,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.387815,21.36428571,NAN,NAN,NAN,NAN
2009,8,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.562661,20.90300429,NAN,NAN,NAN,NAN
2009,8,3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1015.02839,19.82542373,NAN,NAN,NAN,NAN
2009,8,4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.41125,22.89708333,NAN,NAN,NAN,NAN
2009,8,5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1014.696667,19.595,NAN,NAN,NAN,NAN
2009,8,6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1017.047899,18.4210084,NAN,NAN,NAN,NAN
2009,8,7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1020.02479,20.04537815,NAN,NAN,NAN,NAN
2009,8,8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1022.00875,19.18458333,NAN,NAN,NAN,NAN
2009,8,9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1015.839167,21.64875,NAN,NAN,NAN,NAN
2009,8,10,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.562605,23.13865546,NAN,NAN,NAN,NAN
2009,8,11,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.086555,23.00252101,NAN,NAN,NAN,NAN
2009,8,12,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.015417,20.83375,NAN,NAN,NAN,NAN
2009,8,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1019.58625,22.19333333,NAN,NAN,NAN,NAN
2009,8,14,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1021.85625,22.63791667,NAN,NAN,NAN,NAN
2009,8,15,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1020.915833,23.10458333,NAN,NAN,NAN,NAN
2009,8,16,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1021.097917,24.07125,NAN,NAN,NAN,NAN
2009,8,17,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1020.2225,25.51416667,NAN,NAN,NAN,NAN
2009,8,18,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1016.061667,24.81125,NAN,NAN,NAN,NAN
2009,8,19,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1015.072917,23.67291667,NAN,NAN,NAN,NAN
2009,8,20,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.888333,24.86416667,NAN,NAN,NAN,NAN
2009,8,21,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.953361,23.06008403,NAN,NAN,NAN,NAN
