YYYY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,ft
2004,10,1,203.7916667,3.183333333,4.491304348,NAN,NAN,NAN,NAN,1021.07,16.675,NAN,NAN,NAN,NAN
2004,10,2,203.4583333,7.283333333,9.229166667,NAN,NAN,NAN,NAN,1016.855,17.315,NAN,NAN,NAN,NAN
2004,10,3,220.6521739,4.145833333,5.804347826,NAN,NAN,NAN,NAN,1023.105556,12.15,NAN,NAN,NAN,NAN
2004,10,4,222.6842105,7.563157895,9.784210526,NAN,NAN,NAN,NAN,1015.6,14.25,NAN,NAN,NAN,NAN
2004,10,5,206.95,2.995,4.63,NAN,NAN,NAN,NAN,1028.04375,9.275,NAN,NAN,NAN,NAN
2004,10,6,220.3913043,8.216666667,11.02083333,NAN,NAN,NAN,NAN,1027.035,12.685,NAN,NAN,NAN,NAN
2004,10,7,210.2083333,5.245833333,6.791666667,NAN,NAN,NAN,NAN,1028.595238,16.35714286,NAN,NAN,NAN,NAN
2004,10,8,171.7083333,2.125,3.104166667,NAN,NAN,NAN,NAN,1025.457143,16.8047619,NAN,NAN,NAN,NAN
2004,10,9,212.9166667,8.354166667,10.475,NAN,NAN,NAN,NAN,1016.588889,17.60555556,NAN,NAN,NAN,NAN
2004,10,10,243.125,4.020833333,5.2375,NAN,NAN,NAN,NAN,1020.94,11.495,NAN,NAN,NAN,NAN
2004,10,11,118.25,3.129166667,4.495652174,NAN,NAN,NAN,NAN,1023.655,8.645,NAN,NAN,NAN,NAN
2004,10,12,173.5,1.866666667,3.314285714,NAN,NAN,NAN,NAN,1017.5,8.523529412,NAN,NAN,NAN,NAN
2004,10,13,115.7916667,2.3375,3.5875,NAN,NAN,NAN,NAN,1007.752632,11.92631579,NAN,NAN,NAN,NAN
2004,10,14,137.0416667,2.920833333,3.966666667,NAN,NAN,NAN,NAN,1001.783333,12.55416667,NAN,NAN,NAN,NAN
2004,10,15,160.4347826,4.0625,5.895833333,NAN,NAN,NAN,NAN,997.25,13.92083333,NAN,NAN,NAN,NAN
2004,10,16,224.7916667,11.62916667,14.76666667,NAN,NAN,NAN,NAN,994.9708333,10.44166667,NAN,NAN,NAN,NAN
2004,10,17,265.625,12.86666667,16.15416667,NAN,NAN,NAN,NAN,1003.408696,7.4375,NAN,NAN,NAN,NAN
2004,10,18,232.5217391,4.845833333,6.529166667,NAN,NAN,NAN,NAN,1016.875,7.408333333,NAN,NAN,NAN,NAN
2004,10,19,72.16666667,4.545833333,7.025,NAN,NAN,NAN,NAN,1017.0375,7.675,NAN,NAN,NAN,NAN
2004,10,20,73.43478261,2.429166667,3.933333333,NAN,NAN,NAN,NAN,1017.6625,9.454166667,NAN,NAN,NAN,NAN
2004,10,21,91.36363636,2.922727273,3.927272727,NAN,NAN,NAN,NAN,1020.140909,9.104545455,NAN,NAN,NAN,NAN
