#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,ft
2014,5,14,325,2.7,NAN,0.1,3,NAN,266,1017.5,11.7,11.6,NAN,NAN,NAN
2014,5,16,351.25,6.133333333,NAN,0.4875,3.25,NAN,282.75,1013.416667,6.716666667,11.25833333,NAN,NAN,NAN
2014,5,17,210.6078431,3.354901961,NAN,0.187058824,2.490196078,NAN,292.7647059,1015.917647,7.71372549,10.97254902,NAN,NAN,NAN
2014,5,18,341.4,4.998,NAN,0.2764,2.14,NAN,263.68,1021.944,9.4,11.172,NAN,NAN,NAN
2014,5,19,343.25,5.275438596,NAN,0.349122807,2.607142857,NAN,254.9824561,1021.575,12.27017544,11.81052632,NAN,NAN,NAN
2014,5,20,NAN,2.28490566,NAN,0.128301887,2.660377358,NAN,241.3207547,NAN,13.18679245,12.33207547,NAN,NAN,NAN
2014,5,21,NAN,3.56,NAN,0.2268,2.66,NAN,137.76,NAN,14.996,12.468,NAN,NAN,NAN
2014,5,22,NAN,5.018181818,NAN,0.367727273,2.795454545,NAN,274.3636364,NAN,13.22727273,12.70227273,NAN,NAN,NAN
2014,5,23,NAN,6.12745098,NAN,0.4228,2.901960784,NAN,293.5098039,NAN,11.05098039,12.54509804,NAN,NAN,NAN
2014,5,24,NAN,5.223529412,NAN,0.340882353,2.647058824,NAN,272.9705882,NAN,12.23529412,12.87647059,NAN,NAN,NAN
2014,5,25,NAN,3.081818182,NAN,0.195,2.863636364,NAN,258.0227273,NAN,14.93636364,14.13181818,NAN,NAN,NAN
2014,5,26,NAN,3.742222222,NAN,0.208666667,2.333333333,NAN,250.8888889,NAN,16.92222222,14.84666667,NAN,NAN,NAN
2014,5,27,NAN,4.31025641,NAN,0.276923077,2.487179487,NAN,255.5128205,NAN,17.37179487,14.95128205,NAN,NAN,NAN
2014,5,28,NAN,5.106976744,NAN,0.29627907,2.279069767,NAN,151.8837209,NAN,14.87906977,15.6627907,NAN,NAN,NAN
2014,5,29,NAN,6.466666667,NAN,0.514393939,3.03030303,NAN,59.51515152,NAN,13.59545455,13.65757576,NAN,NAN,NAN
2014,5,30,NAN,3.203448276,NAN,0.164482759,2.034482759,NAN,100.2413793,NAN,14.20517241,13.9637931,NAN,NAN,NAN
2014,5,31,80.125,4.032,NAN,0.2186,2.54,NAN,109.7,NAN,16.222,15.402,NAN,NAN,NAN
2014,6,1,126.6,4.6625,NAN,0.22775,2.175,NAN,113.525,NAN,16.03,11.485,NAN,NAN,NAN
2014,6,2,200.244898,5.216326531,NAN,0.26244898,2.224489796,NAN,205.9591837,NAN,18.28163265,13.29591837,NAN,NAN,NAN
2014,6,3,235.8245614,6.085964912,NAN,0.508596491,3.456140351,NAN,257.1052632,NAN,18.71929825,15.25438596,NAN,NAN,NAN
2014,6,4,219.5925926,2.825925926,NAN,0.363148148,3.444444444,NAN,262.1296296,1013.046667,16.20555556,15.61111111,NAN,NAN,NAN
2014,6,5,242.537037,4.881481481,NAN,0.415185185,2.833333333,NAN,308.462963,1011.227778,15.12962963,15.56851852,NAN,NAN,NAN
2014,6,6,218.3181818,3.652272727,NAN,0.340227273,2.795454545,NAN,307.0909091,1016.052273,15.26363636,15.69318182,NAN,NAN,NAN
