#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,ft
2015,6,25,188.2037037,1.642592593,2.207407407,0.152222222,10.91333333,NAN,187.9259259,NAN,20.14166667,20.32777778,15.46018519,NAN,NAN
2015,6,26,43.44444444,5.271527778,6.906944444,0.770486111,4.027012987,NAN,73.43243243,NAN,19.62152778,20.20972222,16.93888889,NAN,NAN
2015,6,27,60.92361111,7.150694444,9.929861111,1.633819444,5.599166667,NAN,86.66666667,NAN,19.63888889,19.74930556,17.30347222,NAN,NAN
2015,6,28,272.3055556,6.258333333,8.688194444,1.677152778,5.796458333,NAN,147.2231405,NAN,17.50347222,19.83888889,14.61597222,NAN,NAN
2015,6,29,186.4305556,4.391666667,5.696527778,0.449703704,2.85248,NAN,199.4354839,NAN,20.13680556,20.81666667,14.67013889,NAN,NAN
2015,6,30,184.4125874,4.302097902,5.609090909,NAN,NAN,NAN,173.9038462,NAN,19.37272727,20.61328671,16.23776224,NAN,NAN
2015,7,1,259.8263889,3.431944444,4.58125,NAN,NAN,NAN,264.1010101,NAN,19.44305556,20.93333333,16.87986111,NAN,NAN
2015,7,2,71.02777778,4.83125,6.248611111,NAN,NAN,NAN,83.4954955,NAN,18.41319444,20.95069444,15.56736111,NAN,NAN
2015,7,3,36.91666667,5.219444444,6.718055556,NAN,NAN,NAN,61.28828829,NAN,19.20069444,21.23680556,14.33194444,NAN,NAN
2015,7,4,228.7708333,3.504166667,4.565277778,NAN,NAN,NAN,102.3813559,NAN,20.15972222,21.57430556,13.25833333,NAN,NAN
2015,7,5,117.1736111,2.834027778,3.619444444,NAN,NAN,NAN,120.2857143,NAN,21.23541667,22.03958333,14.20555556,NAN,NAN
2015,7,6,161.1875,2.541666667,3.259027778,NAN,NAN,NAN,130.4727273,NAN,21.96736111,22.0625,18.44444444,NAN,NAN
2015,7,7,177.986014,4.944755245,6.418181818,NAN,NAN,NAN,238.0098039,NAN,23.26853147,22.06153846,20.24895105,NAN,NAN
2015,7,8,143.1276596,6.10070922,8.269503546,NAN,NAN,NAN,112.9035088,NAN,18.28156028,21.50141844,15.3964539,NAN,NAN
2015,7,9,139.028169,4.014788732,5.327464789,NAN,NAN,NAN,86.93859649,NAN,19.77042254,21.2584507,17.62323944,NAN,NAN
2015,7,10,144.3426573,2.821678322,3.858041958,NAN,NAN,NAN,156.9904762,NAN,20.4041958,21.56223776,15.27552448,NAN,NAN
2015,7,11,175.2797203,1.872027972,2.443356643,NAN,NAN,NAN,99.67272727,NAN,21.83286713,22.33286713,15.51608392,NAN,NAN
2015,7,12,170.1958042,2.909090909,3.651748252,NAN,NAN,NAN,183.3888889,NAN,21.94755245,22.57692308,17.38181818,NAN,NAN
2015,7,13,107.2222222,3.668055556,4.685416667,NAN,NAN,NAN,94.35789474,NAN,21.66180556,22.30486111,18.66597222,NAN,NAN
2015,7,14,209.4685315,4.946153846,6.445454545,NAN,NAN,NAN,246.6513761,NAN,23.05594406,22.32587413,20.11748252,NAN,NAN
2015,7,15,200.5277778,6.993055556,9.478472222,NAN,NAN,NAN,163.0175439,NAN,19.55069444,21.85625,16.59305556,NAN,NAN
2015,7,16,87.11188811,4.181818182,5.538461538,NAN,NAN,NAN,114.0423729,NAN,19.45034965,21.81958042,13.14755245,NAN,NAN
2015,7,17,146.1944444,4.988888889,6.398611111,NAN,NAN,NAN,163.3247863,NAN,22.81527778,21.86319444,18.91041667,NAN,NAN
2015,7,18,214.4895105,3.413286713,4.381118881,NAN,NAN,NAN,259.8666667,NAN,24.36923077,22.51958042,21.81678322,NAN,NAN
2015,7,19,210.556338,3.441549296,4.473239437,NAN,NAN,NAN,256.3796296,NAN,25.13521127,23.20492958,22.25985915,NAN,NAN
2015,7,20,266.887218,3.798496241,4.835338346,NAN,NAN,NAN,287.8645833,NAN,23.51804511,23.16992481,19.7112782,NAN,NAN
2015,7,21,239.5422535,3.775352113,4.951408451,NAN,NAN,NAN,170.3103448,NAN,23.2584507,23.50704225,18.69295775,NAN,NAN
2015,7,22,265.6041667,3.84375,5.211805556,0.321515152,3.319393939,NAN,211.1196581,NAN,22.11458333,23.21041667,14.37291667,NAN,NAN
2015,7,23,183.9930556,2.917361111,3.822222222,0.271736111,2.451428571,NAN,221.8369565,NAN,22.27083333,23.29513889,14.23263889,NAN,NAN
2015,7,24,233.837037,3.532592593,4.48962963,0.362592593,2.946982759,NAN,238.075,NAN,22.97407407,23.48296296,17.00740741,NAN,NAN
