YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 04 12 20  14  5.8  6.7  0.34  3.23  3.11 999 1024.0   1.4   1.0 999.0 99.0 99.00
2004 04 12 21  10  8.3  9.7  0.46  3.23  3.03 999 1022.1   1.4   1.0 999.0 99.0 99.00
2004 04 12 22  14  8.2  9.3  0.63  3.57  3.31 999 1021.6   1.5   1.0 999.0 99.0 99.00
2004 04 12 23  18  7.3  8.4  0.72  4.00  3.60 999 1021.7   1.6   1.0 999.0 99.0 99.00
2004 04 13 00  20  7.5  8.6  0.70  3.85  3.55 999 1021.3   1.7   1.0 999.0 99.0 99.00
2004 04 13 01  23  7.4  8.4  0.74  4.17  3.62 999 1021.2   1.8   1.0 999.0 99.0 99.00
2004 04 13 02  28  6.7  8.1  0.76  4.00  3.62 999 1021.0   1.9   1.0 999.0 99.0 99.00
2004 04 13 03  36  4.6  5.1  0.60  4.17  3.57 999 1021.1   1.7   0.9 999.0 99.0 99.00
2004 04 13 04  17  4.6  5.2  0.55  4.00  3.58 999 1020.4   1.5   0.9 999.0 99.0 99.00
2004 04 13 05  16  5.6  6.3  0.47  3.70  3.41 999 1019.5   1.5   0.9 999.0 99.0 99.00
2004 04 13 06  18  5.1  6.0  0.48  3.57  3.32 999 1019.0   1.5   0.9 999.0 99.0 99.00
2004 04 13 07  17  4.2  5.3  0.43  3.45  3.29 999 1018.2   1.4   0.9 999.0 99.0 99.00
2004 04 13 08  16  3.9  4.6  0.40  3.45  3.29 999 1017.5   1.4   0.9 999.0 99.0 99.00
2004 04 13 09  27  2.6  3.0  0.36  3.57  3.32 999 1017.0   1.3   0.9 999.0 99.0 99.00
2004 04 13 10  32  2.5  2.7  0.34  3.57  3.29 999 1016.4   1.3   0.9 999.0 99.0 99.00
2004 04 13 11 358  1.9  2.4  0.38  3.33  3.31 999 1016.6   1.4   0.9 999.0 99.0 99.00
2004 04 13 12  11  4.2  4.7  0.35  3.57  3.38 999 1016.0   1.4   0.9 999.0 99.0 99.00
2004 04 13 13 338  3.7  4.3  0.34  3.45  3.33 999 1016.8   1.8   0.9 999.0 99.0 99.00
2004 04 13 14 350  4.2  4.7  0.31  3.45  3.31 999 1016.2   1.7   0.9 999.0 99.0 99.00
2004 04 13 15 359  4.3  4.9  0.30  3.57  3.23 999 1016.4   1.6   0.9 999.0 99.0 99.00
2004 04 13 16   4  6.1  7.0  0.31  3.70  3.21 999 1014.9   1.7   0.9 999.0 99.0 99.00
2004 04 13 17 359  5.9  7.2  0.48  3.45  3.15 999 1014.8   1.8   1.0 999.0 99.0 99.00
2004 04 13 18 357  6.6  7.6  0.43  3.33  3.23 999 1013.6   1.8   1.0 999.0 99.0 99.00
2004 04 13 19   5  5.8  6.6  0.49  3.70  3.19 999 1013.0   1.8   1.0 999.0 99.0 99.00
2004 04 13 20 342  4.4  5.1  0.42  3.33  3.25 999 1013.2   1.7   1.0 999.0 99.0 99.00
2004 04 13 21 356  5.9  6.8  0.45  3.13  3.25 999 1011.7   1.9   1.0 999.0 99.0 99.00
2004 04 13 22 346  5.8  6.8  0.42  3.23  3.23 999 1011.8   2.0   1.0 999.0 99.0 99.00
2004 04 13 23 355  4.6  5.1  0.43  3.13  3.21 999 1012.0   1.8   1.0 999.0 99.0 99.00
2004 04 14 00 346  4.5  5.0  0.39  3.23  3.22 999 1011.6   1.6   1.0 999.0 99.0 99.00
2004 04 14 01 344  7.2  8.3  0.38  3.23  3.27 999 1011.2   2.5   1.0 999.0 99.0 99.00
2004 04 14 02 330 10.3 11.9  0.97  5.00  3.90 999 1011.0   3.0   1.0 999.0 99.0 99.00
2004 04 14 03 328 10.1 12.0  1.40  5.56  4.37 999 1011.2   2.6   1.0 999.0 99.0 99.00
2004 04 14 04 323  9.8 11.9  1.47  5.26  4.45 999 1011.4   2.5   1.0 999.0 99.0 99.00
2004 04 14 05 320  9.5 11.1  1.45  5.56  4.55 999 1011.9   2.3   1.0 999.0 99.0 99.00
2004 04 14 06 316  9.0 10.6  1.36  5.88  4.42 999 1011.8   2.2   1.0 999.0 99.0 99.00
2004 04 14 07 324  9.2 11.0  1.25  5.88  4.40 999 1011.7   2.4   1.0 999.0 99.0 99.00
2004 04 14 08 323  9.5 11.1  1.42  5.88  4.52 999 1011.9   2.2   1.0 999.0 99.0 99.00
2004 04 14 09 325  8.4  9.8  1.34  5.88  4.50 999 1012.9   2.1   1.0 999.0 99.0 99.00
2004 04 14 10 325  8.9 10.6  1.31  5.88  4.54 999 1013.4   2.0   1.0 999.0 99.0 99.00
2004 04 14 11 327  9.7 11.9  1.32  5.56  4.53 999 1013.6   1.9   1.0 999.0 99.0 99.00
2004 04 14 12 326  9.3 10.8  1.31  5.88  4.38 999 1014.5   2.0   1.0 999.0 99.0 99.00
