YEAR,MONTH,DAY,PRCP,SNWD,SNOW,WESD,WESF
1980,12,27,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,12,28,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,12,29,8.9,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,12,3,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,23,1.3,#DIV/0!,38,#DIV/0!,#DIV/0!
1980,12,30,1.3,#DIV/0!,13,#DIV/0!,#DIV/0!
1980,12,31,6.4,#DIV/0!,89,#DIV/0!,#DIV/0!
1980,12,4,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,24,0.5,#DIV/0!,5,#DIV/0!,#DIV/0!
1980,12,5,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,25,1.3,#DIV/0!,13,#DIV/0!,#DIV/0!
1980,12,6,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,26,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,12,7,5.1,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,27,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,12,8,8.9,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,28,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,12,9,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,29,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,3,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,30,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,31,0,#DIV/0!,38,#DIV/0!,#DIV/0!
1980,1,4,2,#DIV/0!,25,#DIV/0!,#DIV/0!
1980,1,5,1.8,#DIV/0!,20,#DIV/0!,#DIV/0!
1980,1,6,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,7,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,8,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,1,9,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,2,1,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,10,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,11,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,12,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,13,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,14,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,15,7.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,16,1.8,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,17,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,18,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,19,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,2,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,20,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,21,4.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,22,8.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,23,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,24,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,25,2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,26,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,27,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,28,1.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,29,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,3,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,4,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,5,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,6,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,7,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,8,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,2,9,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1980,3,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,10,0.5,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,11,1.5,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,12,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,13,1.3,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,14,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,15,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,16,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,17,#NAME?,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,18,2.5,#DIV/0!,25,#DIV/0!,#DIV/0!
1980,3,19,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,2,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,20,5.1,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,21,19.1,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,22,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,23,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,24,8.4,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,25,0.5,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,26,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,27,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,28,7.6,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,29,2.5,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,3,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,30,7.6,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,31,3.8,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,4,1.3,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,5,6.4,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,6,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,7,16.5,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,8,3.8,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,3,9,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1980,4,1,0,0,0,#DIV/0!,#DIV/0!
1980,4,10,0,0,0,#DIV/0!,#DIV/0!
1980,4,11,0,0,0,#DIV/0!,#DIV/0!
1980,4,12,0,0,0,#DIV/0!,#DIV/0!
1980,4,13,0,0,0,#DIV/0!,#DIV/0!
1980,4,14,14,0,0,#DIV/0!,#DIV/0!
1980,4,15,0,0,0,#DIV/0!,#DIV/0!
1980,4,16,1.3,0,0,#DIV/0!,#DIV/0!
1980,4,17,0,0,0,#DIV/0!,#DIV/0!
1980,4,18,0,0,0,#DIV/0!,#DIV/0!
1980,4,19,0,0,0,#DIV/0!,#DIV/0!
1980,4,2,0,0,0,#DIV/0!,#DIV/0!
1980,4,20,0,0,0,#DIV/0!,#DIV/0!
1980,4,21,0,0,0,#DIV/0!,#DIV/0!
1980,4,22,0,0,0,#DIV/0!,#DIV/0!
1980,4,23,0,0,0,#DIV/0!,#DIV/0!
1980,4,24,0,0,0,#DIV/0!,#DIV/0!
1980,4,25,0,0,0,#DIV/0!,#DIV/0!
1980,4,26,0,0,0,#DIV/0!,#DIV/0!
1980,4,27,0,0,0,#DIV/0!,#DIV/0!
1980,4,28,2.5,0,0,#DIV/0!,#DIV/0!
1980,4,29,0,0,0,#DIV/0!,#DIV/0!
1980,4,3,21.6,0,0,#DIV/0!,#DIV/0!
1980,4,30,0,0,0,#DIV/0!,#DIV/0!
1980,4,4,1.3,0,0,#DIV/0!,#DIV/0!
1980,4,5,1.3,0,0,#DIV/0!,#DIV/0!
1980,4,6,0,0,0,#DIV/0!,#DIV/0!
1980,4,7,0.5,0,0,#DIV/0!,#DIV/0!
1980,4,8,5.8,0,0,#DIV/0!,#DIV/0!
1980,4,9,0.8,0,0,#DIV/0!,#DIV/0!
1980,5,1,0,0,0,#DIV/0!,#DIV/0!
1980,5,10,0,0,0,#DIV/0!,#DIV/0!
1980,5,11,7.6,0,0,#DIV/0!,#DIV/0!
1980,5,12,1.3,0,0,#DIV/0!,#DIV/0!
1980,5,13,12.7,0,0,#DIV/0!,#DIV/0!
1980,5,14,4.6,0,0,#DIV/0!,#DIV/0!
1980,5,15,0,0,0,#DIV/0!,#DIV/0!
1980,5,16,0,0,0,#DIV/0!,#DIV/0!
1980,5,17,12.4,0,0,#DIV/0!,#DIV/0!
1980,5,18,14,0,0,#DIV/0!,#DIV/0!
1980,5,19,0,0,0,#DIV/0!,#DIV/0!
1980,5,2,0,0,0,#DIV/0!,#DIV/0!
1980,5,20,0,0,0,#DIV/0!,#DIV/0!
1980,5,21,0,0,0,#DIV/0!,#DIV/0!
1980,5,22,0,0,0,#DIV/0!,#DIV/0!
1980,5,23,0,0,0,#DIV/0!,#DIV/0!
1980,5,24,5.1,0,0,#DIV/0!,#DIV/0!
1980,5,25,0,0,0,#DIV/0!,#DIV/0!
1980,5,26,0,0,0,#DIV/0!,#DIV/0!
1980,5,27,0,0,0,#DIV/0!,#DIV/0!
1980,5,28,0,0,0,#DIV/0!,#DIV/0!
1980,5,29,0,0,0,#DIV/0!,#DIV/0!
1980,5,3,0,0,0,#DIV/0!,#DIV/0!
1980,5,30,0,0,0,#DIV/0!,#DIV/0!
1980,5,31,6.4,0,0,#DIV/0!,#DIV/0!
1980,5,4,0,0,0,#DIV/0!,#DIV/0!
1980,5,5,0,0,0,#DIV/0!,#DIV/0!
1980,5,6,0,0,0,#DIV/0!,#DIV/0!
1980,5,7,0,0,0,#DIV/0!,#DIV/0!
1980,5,8,0,0,0,#DIV/0!,#DIV/0!
1980,5,9,0,0,0,#DIV/0!,#DIV/0!
1980,6,1,4.1,0,0,#DIV/0!,#DIV/0!
1980,6,10,#NAME?,0,0,#DIV/0!,#DIV/0!
1980,6,11,0,0,0,#DIV/0!,#DIV/0!
1980,6,12,0,0,0,#DIV/0!,#DIV/0!
1980,6,13,0,0,0,#DIV/0!,#DIV/0!
1980,6,14,1.5,0,0,#DIV/0!,#DIV/0!
1980,6,15,#NAME?,0,0,#DIV/0!,#DIV/0!
1980,6,16,1,0,0,#DIV/0!,#DIV/0!
1980,6,17,0.3,0,0,#DIV/0!,#DIV/0!
1980,6,18,0,0,0,#DIV/0!,#DIV/0!
1980,6,19,0,0,0,#DIV/0!,#DIV/0!
1980,6,2,11.4,0,0,#DIV/0!,#DIV/0!
1980,6,20,7.6,0,0,#DIV/0!,#DIV/0!
1980,6,21,0,0,0,#DIV/0!,#DIV/0!
1980,6,22,0,0,0,#DIV/0!,#DIV/0!
1980,6,23,0,0,0,#DIV/0!,#DIV/0!
1980,6,24,0,0,0,#DIV/0!,#DIV/0!
1980,6,25,0,0,0,#DIV/0!,#DIV/0!
1980,6,26,0,0,0,#DIV/0!,#DIV/0!
1980,6,27,0,0,0,#DIV/0!,#DIV/0!
1980,6,28,0,0,0,#DIV/0!,#DIV/0!
1980,6,29,0,0,0,#DIV/0!,#DIV/0!
1980,6,3,0.3,0,0,#DIV/0!,#DIV/0!
1980,6,30,0,0,0,#DIV/0!,#DIV/0!
1980,6,4,0,0,0,#DIV/0!,#DIV/0!
1980,6,5,0,0,0,#DIV/0!,#DIV/0!
1980,6,6,15.2,0,0,#DIV/0!,#DIV/0!
1980,6,7,24.4,0,0,#DIV/0!,#DIV/0!
1980,6,8,#NAME?,0,0,#DIV/0!,#DIV/0!
1980,6,9,#NAME?,0,0,#DIV/0!,#DIV/0!
1980,7,1,0,0,0,#DIV/0!,#DIV/0!
1980,7,10,0,0,0,#DIV/0!,#DIV/0!
1980,7,11,0,0,0,#DIV/0!,#DIV/0!
1980,7,12,0,0,0,#DIV/0!,#DIV/0!
1980,7,13,0,0,0,#DIV/0!,#DIV/0!
1980,7,14,0,0,0,#DIV/0!,#DIV/0!
1980,7,15,0,0,0,#DIV/0!,#DIV/0!
1980,7,16,8.9,0,0,#DIV/0!,#DIV/0!
1980,7,17,1.3,0,0,#DIV/0!,#DIV/0!
1980,7,18,0,0,0,#DIV/0!,#DIV/0!
1980,7,19,0,0,0,#DIV/0!,#DIV/0!
1980,7,2,0,0,0,#DIV/0!,#DIV/0!
1980,7,20,0,0,0,#DIV/0!,#DIV/0!
1980,7,21,16.5,0,0,#DIV/0!,#DIV/0!
1980,7,22,22.9,0,0,#DIV/0!,#DIV/0!
1980,7,23,0,0,0,#DIV/0!,#DIV/0!
1980,7,24,0,0,0,#DIV/0!,#DIV/0!
1980,7,25,0,0,0,#DIV/0!,#DIV/0!
1980,7,26,0,0,0,#DIV/0!,#DIV/0!
1980,7,27,12.7,0,0,#DIV/0!,#DIV/0!
1980,7,28,35.6,0,0,#DIV/0!,#DIV/0!
1980,7,29,0,0,0,#DIV/0!,#DIV/0!
1980,7,3,0,0,0,#DIV/0!,#DIV/0!
1980,7,30,2.5,0,0,#DIV/0!,#DIV/0!
1980,7,31,0,0,0,#DIV/0!,#DIV/0!
1980,7,4,0,0,0,#DIV/0!,#DIV/0!
1980,7,5,#NAME?,0,0,#DIV/0!,#DIV/0!
1980,7,6,0,0,0,#DIV/0!,#DIV/0!
1980,7,7,0,0,0,#DIV/0!,#DIV/0!
1980,7,8,0,0,0,#DIV/0!,#DIV/0!
1980,7,9,11.4,0,0,#DIV/0!,#DIV/0!
1980,8,1,0,0,0,#DIV/0!,#DIV/0!
1980,8,10,14,0,0,#DIV/0!,#DIV/0!
1980,8,11,12.7,0,0,#DIV/0!,#DIV/0!
1980,8,12,5.1,0,0,#DIV/0!,#DIV/0!
1980,8,13,0,0,0,#DIV/0!,#DIV/0!
1980,8,14,1.3,0,0,#DIV/0!,#DIV/0!
1980,8,15,1.3,0,0,#DIV/0!,#DIV/0!
1980,8,16,0,0,0,#DIV/0!,#DIV/0!
1980,8,17,8.9,0,0,#DIV/0!,#DIV/0!
1980,8,18,1.3,0,0,#DIV/0!,#DIV/0!
1980,8,19,0,0,0,#DIV/0!,#DIV/0!
1980,8,2,39.4,0,0,#DIV/0!,#DIV/0!
1980,8,20,3.8,0,0,#DIV/0!,#DIV/0!
1980,8,21,40.6,0,0,#DIV/0!,#DIV/0!
1980,8,22,0,0,0,#DIV/0!,#DIV/0!
1980,8,23,0,0,0,#DIV/0!,#DIV/0!
1980,8,24,0,0,0,#DIV/0!,#DIV/0!
1980,8,25,0,0,0,#DIV/0!,#DIV/0!
1980,8,26,0,0,0,#DIV/0!,#DIV/0!
1980,8,27,0,0,0,#DIV/0!,#DIV/0!
1980,8,28,0,0,0,#DIV/0!,#DIV/0!
1980,8,29,0,0,0,#DIV/0!,#DIV/0!
1980,8,3,19.1,0,0,#DIV/0!,#DIV/0!
1980,8,30,0,0,0,#DIV/0!,#DIV/0!
1980,8,31,0,0,0,#DIV/0!,#DIV/0!
1980,8,4,0,0,0,#DIV/0!,#DIV/0!
1980,8,5,2.5,0,0,#DIV/0!,#DIV/0!
1980,8,6,0,0,0,#DIV/0!,#DIV/0!
1980,8,7,0,0,0,#DIV/0!,#DIV/0!
1980,8,8,0,0,0,#DIV/0!,#DIV/0!
1980,8,9,0,0,0,#DIV/0!,#DIV/0!
1980,9,1,0,0,0,#DIV/0!,#DIV/0!
1980,9,10,0,0,0,#DIV/0!,#DIV/0!
1980,9,11,0,0,0,#DIV/0!,#DIV/0!
1980,9,12,0,0,0,#DIV/0!,#DIV/0!
1980,9,13,3.8,0,0,#DIV/0!,#DIV/0!
1980,9,14,0.5,0,0,#DIV/0!,#DIV/0!
1980,9,15,0.5,0,0,#DIV/0!,#DIV/0!
1980,9,16,0,0,0,#DIV/0!,#DIV/0!
1980,9,17,8.9,0,0,#DIV/0!,#DIV/0!
1980,9,18,0,0,0,#DIV/0!,#DIV/0!
1980,9,19,0,0,0,#DIV/0!,#DIV/0!
1980,9,2,5.1,0,0,#DIV/0!,#DIV/0!
1980,9,20,0,0,0,#DIV/0!,#DIV/0!
1980,9,21,0,0,0,#DIV/0!,#DIV/0!
1980,9,22,0,0,0,#DIV/0!,#DIV/0!
1980,9,23,16.5,0,0,#DIV/0!,#DIV/0!
1980,9,24,0,0,0,#DIV/0!,#DIV/0!
1980,9,25,0,0,0,#DIV/0!,#DIV/0!
1980,9,26,1.3,0,0,#DIV/0!,#DIV/0!
1980,9,27,0,0,0,#DIV/0!,#DIV/0!
1980,9,28,0,0,0,#DIV/0!,#DIV/0!
1980,9,29,0,0,0,#DIV/0!,#DIV/0!
1980,9,3,0,0,0,#DIV/0!,#DIV/0!
1980,9,30,0,0,0,#DIV/0!,#DIV/0!
1980,9,4,4.6,0,0,#DIV/0!,#DIV/0!
1980,9,5,0,0,0,#DIV/0!,#DIV/0!
1980,9,6,0,0,0,#DIV/0!,#DIV/0!
1980,9,7,0,0,0,#DIV/0!,#DIV/0!
1980,9,8,0,0,0,#DIV/0!,#DIV/0!
1980,9,9,5.1,0,0,#DIV/0!,#DIV/0!
1981,10,1,0,0,0,#DIV/0!,#DIV/0!
1981,10,10,0,0,0,#DIV/0!,#DIV/0!
1981,10,11,1.3,0,0,#DIV/0!,#DIV/0!
1981,10,12,0,0,0,#DIV/0!,#DIV/0!
1981,10,13,0,0,0,#DIV/0!,#DIV/0!
1981,10,14,0,0,0,#DIV/0!,#DIV/0!
1981,10,15,0,0,0,#DIV/0!,#DIV/0!
1981,10,16,0,0,0,#DIV/0!,#DIV/0!
1981,10,17,0,0,0,#DIV/0!,#DIV/0!
1981,10,18,0.3,0,0,#DIV/0!,#DIV/0!
1981,10,19,1.3,0,0,#DIV/0!,#DIV/0!
1981,10,2,5.1,0,0,#DIV/0!,#DIV/0!
1981,10,20,0,0,0,#DIV/0!,#DIV/0!
1981,10,21,0,0,0,#DIV/0!,#DIV/0!
1981,10,22,0,0,0,#DIV/0!,#DIV/0!
1981,10,23,6.4,0,0,#DIV/0!,#DIV/0!
1981,10,24,0,0,0,#DIV/0!,#DIV/0!
1981,10,25,0,0,0,#DIV/0!,#DIV/0!
1981,10,26,5.1,0,0,#DIV/0!,#DIV/0!
1981,10,27,2.5,0,0,#DIV/0!,#DIV/0!
1981,10,28,1.3,0,0,#DIV/0!,#DIV/0!
1981,10,29,0,0,0,#DIV/0!,#DIV/0!
1981,10,3,0,0,0,#DIV/0!,#DIV/0!
1981,10,30,0,0,0,#DIV/0!,#DIV/0!
1981,10,31,0,0,0,#DIV/0!,#DIV/0!
1981,10,4,0,0,0,#DIV/0!,#DIV/0!
1981,10,5,0,0,0,#DIV/0!,#DIV/0!
1981,10,6,11.4,0,0,#DIV/0!,#DIV/0!
1981,10,7,0,0,0,#DIV/0!,#DIV/0!
1981,10,8,0,0,0,#DIV/0!,#DIV/0!
1981,10,9,0,0,0,#DIV/0!,#DIV/0!
1981,1,1,1.3,#DIV/0!,51,#DIV/0!,#DIV/0!
1981,1,10,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,1,11,#NAME?,#DIV/0!,13,#DIV/0!,#DIV/0!
1981,11,10,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,11,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,12,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,13,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,14,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,15,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,16,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,17,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,18,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,19,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,2,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,1,12,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,20,17.8,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,21,26.7,#DIV/0!,89,#DIV/0!,#DIV/0!
1981,11,22,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,23,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,24,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,25,2.5,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,26,3.8,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,27,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,28,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,29,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,3,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,1,13,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,30,0,#DIV/0!,0,#DIV/0!,#DIV/0!
1981,11,4,0,#DIV/0!,0,#DIV/0!,#DIV/0!
