,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-12,0.196,MILLIGRAM PER LITER,0.162,MILLIGRAM PER LITER,8.41,MILLIGRAM PER LITER,,,0.044,MILLIGRAM PER LITER,,,8.06,MILLIGRAM PER LITER,,,43.7,MILLIGRAM PER LITER
1,2016-04-12,0.224,MILLIGRAM PER LITER,0.162,MILLIGRAM PER LITER,8.41,MILLIGRAM PER LITER,,,0.044,MILLIGRAM PER LITER,,,8.06,MILLIGRAM PER LITER,,,43.7,MILLIGRAM PER LITER
2,2016-05-10,0.565,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,9.08,MILLIGRAM PER LITER,,,0.067,MILLIGRAM PER LITER,,,8.76,MILLIGRAM PER LITER,,,61.7,MILLIGRAM PER LITER
3,2016-05-10,0.582,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,9.08,MILLIGRAM PER LITER,,,0.067,MILLIGRAM PER LITER,,,8.76,MILLIGRAM PER LITER,,,61.7,MILLIGRAM PER LITER
4,2016-06-22,1.41,MILLIGRAM PER LITER,1.17,MILLIGRAM PER LITER,7.83,MILLIGRAM PER LITER,,,0.154,MILLIGRAM PER LITER,,,7.14,MILLIGRAM PER LITER,,,41.9,MILLIGRAM PER LITER
5,2016-06-22,1.33,MILLIGRAM PER LITER,1.17,MILLIGRAM PER LITER,7.83,MILLIGRAM PER LITER,,,0.154,MILLIGRAM PER LITER,,,7.14,MILLIGRAM PER LITER,,,41.9,MILLIGRAM PER LITER
6,2016-07-19,1.83,MILLIGRAM PER LITER,1.6,MILLIGRAM PER LITER,13.7,MILLIGRAM PER LITER,,,0.078,MILLIGRAM PER LITER,,,11.6,MILLIGRAM PER LITER,,,47.6,MILLIGRAM PER LITER
7,2016-07-19,1.71,MILLIGRAM PER LITER,1.6,MILLIGRAM PER LITER,13.7,MILLIGRAM PER LITER,,,0.078,MILLIGRAM PER LITER,,,11.6,MILLIGRAM PER LITER,,,47.6,MILLIGRAM PER LITER
8,2016-08-15,3.0,MILLIGRAM PER LITER,2.68,MILLIGRAM PER LITER,36.6,MILLIGRAM PER LITER,,,0.127,MILLIGRAM PER LITER,,,33.0,MILLIGRAM PER LITER,,,70.8,MILLIGRAM PER LITER
9,2016-08-15,2.93,MILLIGRAM PER LITER,2.68,MILLIGRAM PER LITER,36.6,MILLIGRAM PER LITER,,,0.127,MILLIGRAM PER LITER,,,33.0,MILLIGRAM PER LITER,,,70.8,MILLIGRAM PER LITER
10,2016-09-14,2.16,MILLIGRAM PER LITER,1.86,MILLIGRAM PER LITER,14.7,MILLIGRAM PER LITER,,,0.056,MILLIGRAM PER LITER,,,12.0,MILLIGRAM PER LITER,,,38.6,MILLIGRAM PER LITER
11,2016-09-14,1.16,MILLIGRAM PER LITER,1.86,MILLIGRAM PER LITER,14.7,MILLIGRAM PER LITER,,,0.056,MILLIGRAM PER LITER,,,12.0,MILLIGRAM PER LITER,,,38.6,MILLIGRAM PER LITER
12,2016-10-12,0.815,MILLIGRAM PER LITER,0.772,MILLIGRAM PER LITER,16.3,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,,,14.8,MILLIGRAM PER LITER,,,53.6,MILLIGRAM PER LITER
13,2016-10-12,0.748,MILLIGRAM PER LITER,0.772,MILLIGRAM PER LITER,16.3,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,,,14.8,MILLIGRAM PER LITER,,,53.6,MILLIGRAM PER LITER
14,2016-11-22,0.47,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,12.3,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,10.8,MILLIGRAM PER LITER,,,68.6,MILLIGRAM PER LITER
15,2016-11-22,0.492,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,12.3,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,10.8,MILLIGRAM PER LITER,,,68.6,MILLIGRAM PER LITER
16,2015-04-14,0.475,MILLIGRAM PER LITER,0.369,MILLIGRAM PER LITER,17.4,MILLIGRAM PER LITER,,,0.054,MILLIGRAM PER LITER,0.05,MILLIGRAM PER LITER,11.5,MILLIGRAM PER LITER,,,65.0,MILLIGRAM PER LITER
17,2015-05-12,0.76,MILLIGRAM PER LITER,0.569,MILLIGRAM PER LITER,17.1,MILLIGRAM PER LITER,,,0.118,MILLIGRAM PER LITER,0.05,MILLIGRAM PER LITER,16.1,MILLIGRAM PER LITER,,,62.1,MILLIGRAM PER LITER
18,2015-06-09,0.795,MILLIGRAM PER LITER,0.717,MILLIGRAM PER LITER,25.0,MILLIGRAM PER LITER,,,0.146,MILLIGRAM PER LITER,,,21.5,MILLIGRAM PER LITER,,,69.9,MILLIGRAM PER LITER
19,2015-07-21,1.63,MILLIGRAM PER LITER,1.48,MILLIGRAM PER LITER,36.0,MILLIGRAM PER LITER,,,0.117,MILLIGRAM PER LITER,,,32.6,MILLIGRAM PER LITER,,,70.2,MILLIGRAM PER LITER
20,2015-08-18,3.3,MILLIGRAM PER LITER,3.34,MILLIGRAM PER LITER,22.6,MILLIGRAM PER LITER,,,0.153,MILLIGRAM PER LITER,,,21.0,MILLIGRAM PER LITER,,,34.7,MILLIGRAM PER LITER
