,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2002-01-29,0.26,MILLIGRAM PER LITER,0.128,MILLIGRAM PER LITER,,,,,0.089,MILLIGRAM PER LITER,1.32,MILLIGRAM PER LITER,4.68,MILLIGRAM PER LITER,2.66,MILLIGRAM PER LITER,43.8,MILLIGRAM PER LITER
1,2002-02-21,0.676,MILLIGRAM PER LITER,0.371,MILLIGRAM PER LITER,,,,,0.091,MILLIGRAM PER LITER,2.06,MILLIGRAM PER LITER,3.58,MILLIGRAM PER LITER,2.88,MILLIGRAM PER LITER,21.6,MILLIGRAM PER LITER
2,2002-02-27,0.554,MILLIGRAM PER LITER,0.252,MILLIGRAM PER LITER,,,,,0.121,MILLIGRAM PER LITER,1.6,MILLIGRAM PER LITER,2.96,MILLIGRAM PER LITER,2.0,MILLIGRAM PER LITER,42.2,MILLIGRAM PER LITER
3,2002-05-09,0.336,MILLIGRAM PER LITER,0.091,MILLIGRAM PER LITER,,,,,0.123,MILLIGRAM PER LITER,2.08,MILLIGRAM PER LITER,2.75,MILLIGRAM PER LITER,1.7,MILLIGRAM PER LITER,37.6,MILLIGRAM PER LITER
4,2002-05-19,0.304,MILLIGRAM PER LITER,0.081,MILLIGRAM PER LITER,,,,,0.094,MILLIGRAM PER LITER,1.7,MILLIGRAM PER LITER,3.04,MILLIGRAM PER LITER,2.62,MILLIGRAM PER LITER,30.4,MILLIGRAM PER LITER
5,2002-05-30,0.116,MILLIGRAM PER LITER,0.0035,MILLIGRAM PER LITER,,,,,0.03,MILLIGRAM PER LITER,1.38,MILLIGRAM PER LITER,0.544,MILLIGRAM PER LITER,0.02,MILLIGRAM PER LITER,41.0,MILLIGRAM PER LITER
6,2001-02-26,0.496,MILLIGRAM PER LITER,0.228,MILLIGRAM PER LITER,,,,,0.059,MILLIGRAM PER LITER,1.68,MILLIGRAM PER LITER,4.22,MILLIGRAM PER LITER,1.54,MILLIGRAM PER LITER,19.6,MILLIGRAM PER LITER
7,2001-03-09,0.118,MILLIGRAM PER LITER,0.07,MILLIGRAM PER LITER,,,,,0.026,MILLIGRAM PER LITER,0.84,MILLIGRAM PER LITER,1.95,MILLIGRAM PER LITER,2.28,MILLIGRAM PER LITER,66.4,MILLIGRAM PER LITER
8,2001-03-16,0.352,MILLIGRAM PER LITER,0.18,MILLIGRAM PER LITER,,,,,0.063,MILLIGRAM PER LITER,1.72,MILLIGRAM PER LITER,2.42,MILLIGRAM PER LITER,2.64,MILLIGRAM PER LITER,42.8,MILLIGRAM PER LITER
9,2001-03-22,0.356,MILLIGRAM PER LITER,0.13,MILLIGRAM PER LITER,,,,,0.088,MILLIGRAM PER LITER,1.8,MILLIGRAM PER LITER,3.72,MILLIGRAM PER LITER,2.9,MILLIGRAM PER LITER,42.8,MILLIGRAM PER LITER
10,2001-03-24,0.238,MILLIGRAM PER LITER,0.08,MILLIGRAM PER LITER,,,,,0.074,MILLIGRAM PER LITER,1.32,MILLIGRAM PER LITER,2.96,MILLIGRAM PER LITER,2.56,MILLIGRAM PER LITER,42.6,MILLIGRAM PER LITER
11,2001-04-03,0.104,MILLIGRAM PER LITER,0.049,MILLIGRAM PER LITER,,,,,0.028,MILLIGRAM PER LITER,0.92,MILLIGRAM PER LITER,2.07,MILLIGRAM PER LITER,0.48,MILLIGRAM PER LITER,96.6,MILLIGRAM PER LITER
12,2001-04-06,0.112,MILLIGRAM PER LITER,0.036,MILLIGRAM PER LITER,,,,,0.058,MILLIGRAM PER LITER,1.12,MILLIGRAM PER LITER,2.24,MILLIGRAM PER LITER,2.04,MILLIGRAM PER LITER,77.6,MILLIGRAM PER LITER
13,2001-04-10,1.09,MILLIGRAM PER LITER,0.124,MILLIGRAM PER LITER,,,,,0.088,MILLIGRAM PER LITER,3.6,MILLIGRAM PER LITER,2.58,MILLIGRAM PER LITER,2.96,MILLIGRAM PER LITER,70.8,MILLIGRAM PER LITER
14,2001-05-14,0.082,MILLIGRAM PER LITER,0.015,MILLIGRAM PER LITER,,,,,0.003,MILLIGRAM PER LITER,1.02,MILLIGRAM PER LITER,0.007,MILLIGRAM PER LITER,0.18,MILLIGRAM PER LITER,138.0,MILLIGRAM PER LITER
15,2001-05-23,0.66,MILLIGRAM PER LITER,0.218,MILLIGRAM PER LITER,,,,,0.299,MILLIGRAM PER LITER,3.88,MILLIGRAM PER LITER,13.0,MILLIGRAM PER LITER,4.24,MILLIGRAM PER LITER,46.2,MILLIGRAM PER LITER
16,2001-05-28,0.428,MILLIGRAM PER LITER,0.034,MILLIGRAM PER LITER,,,,,0.031,MILLIGRAM PER LITER,2.4,MILLIGRAM PER LITER,1.19,MILLIGRAM PER LITER,3.9,MILLIGRAM PER LITER,37.0,MILLIGRAM PER LITER
17,2001-06-21,0.1,MILLIGRAM PER LITER,0.02,MILLIGRAM PER LITER,,,,,0.043,MILLIGRAM PER LITER,1.28,MILLIGRAM PER LITER,0.097,MILLIGRAM PER LITER,0.36,MILLIGRAM PER LITER,70.6,MILLIGRAM PER LITER
18,2001-07-06,0.14,MILLIGRAM PER LITER,0.014,MILLIGRAM PER LITER,,,,,0.005,MILLIGRAM PER LITER,1.4,MILLIGRAM PER LITER,0.018,MILLIGRAM PER LITER,0.02,MILLIGRAM PER LITER,80.6,MILLIGRAM PER LITER
19,2001-09-10,0.118,MILLIGRAM PER LITER,0.026,MILLIGRAM PER LITER,,,,,0.004,MILLIGRAM PER LITER,1.58,MILLIGRAM PER LITER,0.012,MILLIGRAM PER LITER,0.94,MILLIGRAM PER LITER,112.0,MILLIGRAM PER LITER
